timestamp,zone,flow,pressure,acoustic,anomaly
2026-02-24 18:13:55.896775,Zone_3,97.24882755418025,56.54629921735122,25.947721667489645,0
2026-02-24 18:13:56.896775,Zone_3,154.89271431522968,41.45684403809569,42.619499478829134,1
2026-02-24 18:13:57.896775,Zone_4,100.11110913305991,53.716621259189964,23.936365179563545,0
2026-02-24 18:13:58.896775,Zone_3,99.41262249114325,59.39694630676466,24.54844739902693,0
2026-02-24 18:13:59.896775,Zone_3,99.87772411252968,56.0666539513673,25.83402221932635,0
2026-02-24 18:14:00.896775,Zone_2,104.16230928560579,53.19923844968226,26.89487964209328,0
2026-02-24 18:14:01.896775,Zone_4,103.89596317257502,51.6967067309505,27.260456387794072,0
2026-02-24 18:14:02.896775,Zone_1,101.86559457364709,57.46763473630957,22.558312700057954,0
2026-02-24 18:14:03.896775,Zone_2,101.61499898639148,50.81974917738189,20.64333150635258,0
2026-02-24 18:14:04.896775,Zone_3,94.78051795882583,51.972743971404675,21.833411572926224,0
2026-02-24 18:14:05.896775,Zone_1,102.3040815007432,55.25777041489244,21.98008543556678,0
2026-02-24 18:14:06.896775,Zone_1,146.2997340607639,35.12349044375103,48.89353486612065,1
2026-02-24 18:14:07.896775,Zone_1,103.4922012960548,55.52080619099441,26.324569027238123,0
2026-02-24 18:14:08.896775,Zone_4,101.20561081293565,53.56247728646413,24.628682046672367,0
2026-02-24 18:14:09.896775,Zone_4,104.7500269775359,60.17954940572609,25.91577015400003,0
2026-02-24 18:14:10.896775,Zone_3,91.5785631081706,57.918890601267364,26.591190927791885,0
2026-02-24 18:14:11.896775,Zone_3,96.92562120291345,55.998677321466786,22.238565951455495,0
2026-02-24 18:14:12.896775,Zone_1,98.59596854236624,55.275282329606505,21.024862170798215,0
2026-02-24 18:14:13.896775,Zone_3,104.3635254899526,61.86167794887187,28.24584099868275,0
2026-02-24 18:14:14.896775,Zone_2,104.11866538487571,56.50434499457442,27.316373305864055,0
2026-02-24 18:14:15.896775,Zone_4,97.92617682797267,50.803777355182426,24.31183891737736,0
2026-02-24 18:14:16.896775,Zone_1,103.7539294279471,52.89384071836794,24.344675706804463,0
2026-02-24 18:14:17.896775,Zone_2,95.64847522719464,53.48007034110543,22.38009862557505,0
2026-02-24 18:14:18.896775,Zone_2,114.71831708240641,56.358808979600525,24.66787818329787,0
2026-02-24 18:14:19.896775,Zone_4,89.54200165156368,58.79122159229916,24.969033319976443,0
2026-02-24 18:14:20.896775,Zone_3,99.8631177720742,49.24368635410288,24.946972249101567,0
2026-02-24 18:14:21.896775,Zone_1,97.79116988386994,54.74750474445647,27.474032145872922,0
2026-02-24 18:14:22.896775,Zone_1,92.86760557637224,56.01946289255993,24.985239700110853,0
2026-02-24 18:14:23.896775,Zone_4,98.92837758371904,52.93241736860726,26.455666228331733,0
2026-02-24 18:14:24.896775,Zone_2,96.9046531982252,56.760571281400814,29.380911251619956,0
2026-02-24 18:14:25.896775,Zone_1,100.140497316741,51.40873880998509,26.579345609501345,0
2026-02-24 18:14:26.896775,Zone_4,102.15744731631521,55.02743303722041,24.268921406334915,0
2026-02-24 18:14:27.896775,Zone_4,102.14006420494714,47.59090340479721,25.963958278005787,0
2026-02-24 18:14:28.896775,Zone_2,104.63228179310161,57.44055165210901,22.53827136713209,0
2026-02-24 18:14:29.896775,Zone_1,91.44735210737484,55.356935475687955,27.00097121552421,0
